time_s,a_m,e_,i_deg,Omega_deg,omega_deg,nu_deg
2420.0,6828136.999999994,5.695564250963003e-16,51.60000000000001,180.0,0.0,24.849368749754653
2430.0,6828136.999999994,5.942313047823628e-16,51.60000000000001,180.0,0.0,24.20825043880323
2440.0,6828136.999999996,4.4142793567109495e-16,51.599999999999994,180.0,0.0,23.567132127851828
2450.0,6828136.999999996,4.925983311594879e-16,51.599999999999994,180.0,0.0,22.92601381690038
2460.0,6828136.999999996,5.214363000490003e-16,51.599999999999994,180.0,0.0,22.28489550594895
2470.0,6828136.999999996,5.273541092603079e-16,51.600000000000016,180.0,0.0,21.64377719499752
2480.0,6828136.999999994,6.079663739821228e-16,51.599999999999994,180.0,0.0,21.002658884046078
2490.0,6828136.999999994,7.1333672138872185e-16,51.60000000000001,180.0,0.0,20.361540573094693
2500.0,6828136.999999996,4.560441586216623e-16,51.60000000000001,180.0,0.0,19.720422262143245
2510.0,6828136.999999994,5.842259341034485e-16,51.60000000000001,180.0,0.0,19.079303951191807
2520.0,6828136.999999994,5.857171948942033e-16,51.60000000000001,180.0,0.0,18.43818564024037
2530.0,6828136.999999993,8.10036227630095e-16,51.60000000000001,180.0,0.0,17.79706732928894
2540.0,6828136.999999994,5.670239870423036e-16,51.60000000000001,180.0,0.0,17.15594901833752
2550.0,6828136.999999993,8.114996541429735e-16,51.60000000000001,180.0,0.0,16.51483070738609
2560.0,6828136.999999993,8.158973570166233e-16,51.60000000000001,180.0,0.0,15.87371239643467
2570.0,6828136.999999994,5.787773998737895e-16,51.60000000000001,180.0,0.0,15.232594085483225
2580.0,6828136.999999993,8.265003874128522e-16,51.60000000000001,180.0,0.0,14.591475774531807
2590.0,6828136.999999993,8.049602829207316e-16,51.60000000000001,180.0,0.0,13.950357463580389
2600.0,6828136.999999992,9.275494081850452e-16,51.60000000000001,180.0,0.0,13.309239152628995
2610.0,6828136.999999992,9.291722383136543e-16,51.60000000000001,180.0,0.0,12.668120841677537
2620.0,6828136.999999992,9.362996931491029e-16,51.60000000000001,180.0,0.0,12.027002530726076
2630.0,6828136.9999999935,8.252559504583224e-16,51.599999999999994,180.0,0.0,11.385884219774717
2640.0,6828136.9999999935,8.210711489101591e-16,51.599999999999994,180.0,0.0,10.744765908823268
2650.0,6828136.9999999935,8.24446617446376e-16,51.599999999999994,180.0,0.0,10.103647597871825
2660.0,6828136.9999999935,8.266498881461735e-16,51.599999999999994,180.0,0.0,9.462529286920383
2670.0,6828136.999999995,7.093726583217206e-16,51.599999999999994,180.0,0.0,8.821410975968986
2680.0,6828136.999999995,7.066412921308197e-16,51.599999999999994,180.0,0.0,8.180292665017541
2690.0,6828136.999999995,8.180251784245128e-16,51.599999999999994,180.0,0.0,7.539174354066134
2700.0,6828136.999999995,8.130434944974232e-16,51.599999999999994,180.0,0.0,6.89805604311467
2710.0,6828136.999999995,8.089195030989458e-16,51.599999999999994,180.0,0.0,6.2569377321632516
2720.0,6828136.999999997,7.006858116817649e-16,51.599999999999994,180.0,0.0,5.615819421211862
2730.0,6828136.999999997,6.97207615390989e-16,51.599999999999994,180.0,0.0,4.97470111026042
2740.0,6828136.999999997,6.930169519499105e-16,51.60000000000001,180.0,0.0,4.333582799308962
2750.0,6828136.999999997,7.001567214745519e-16,51.599999999999994,180.0,0.0,3.6924644883575595
2760.0,6828136.999999997,6.974801884241396e-16,51.599999999999994,180.0,0.0,3.0513461774061312
2770.0,6828136.999999999,5.841931666500199e-16,51.599999999999994,180.0,0.0,2.410227866454745
2780.0,6828136.999999997,6.841792596615159e-16,51.599999999999994,180.0,0.0,1.769109555503358
2790.0,6828136.999999997,6.853186390924675e-16,51.60000000000001,180.0,0.0,1.1279912445512106
2800.0,6828136.999999997,6.867907117905787e-16,51.599999999999994,180.0,0.0,0.48687293360051365
2810.0,6828136.999999997,6.859449913485814e-16,51.60000000000001,180.0,0.0,0.15424537734663266
2820.0,6828136.999999999,5.702704371088105e-16,51.599999999999994,180.0,0.0,0.7953636883025152
2830.0,6828136.999999999,5.857644534383711e-16,51.599999999999994,180.0,0.0,1.4364819992539097
2840.0,6828136.999999997,6.926789064886187e-16,51.599999999999994,180.0,0.0,2.077600310205104
2850.0,6828137.000000003,3.6439442993135267e-16,51.60000000000001,180.0,0.0,2.7187186211568606
2860.0,6828136.999999999,5.687343724314103e-16,51.60000000000001,180.0,0.0,3.359836932108063
2870.0,6828137.000000003,3.271044454014693e-16,51.599999999999994,180.0,0.0,4.000955243059618
